SMILES,IC50
CC1C2C(CC3=C1C=CO3)C4(CCCC(C4(C(C2O)OC(=O)C5=CC=CC=C5)O)(C)C)C,8.207934337
CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)CO)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)O)C)C)C)O)O)O)O)O,8.2
CC(=C)C1CCC2(C1C3CCC4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)C)C)C(=O)O,8.2
C1C2=CC=CC=C2OC3=C(C(=C(C(=C31)O)CC4=CC=CC=C4O)O)C(=O)CCC5=CC=CC=C5,8.2
CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,8.2
COC1=CC2CCN3C2C(C1O)C4=CC5=C(C=C4C3)OCO5,8.2
C1OC2=C(O1)C3=C(C=C2)C(=O)C4=NC=CC5=CC6=C(C3=C54)OCO6,8.2
COC1CC2C3(C=C1)C(CN2CC4=CC5=C(C=C34)OCO5)O,8.2
COC1=CC2=C(C=C1)C3=C4C(=CC5=C3OCO5)C=CN=C4C2=O,8.188666885
C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6,8.182844244
CC1C=C(C(=O)C2(C1CC3C45C2C(C(C(C4C(C(=O)O3)OC(=O)CC(C)C)(OC5)C(=O)OC)O)O)C)OC6C(C(C(C(O6)CO)O)O)O,8.178764422
CC=CC=CCC=CCCCCCCCCCC1=C(C=CC(=C1)O)O,8.175182482
CC1CC(OC(=O)C1C)C(C)C2CCC3C2(CCC4C3CC5C6(C4(C(=O)C=CC6O)C)O5)C,8.14717477
CC(=CCC1CC23CC(C(OC2=C(C(=O)C(C3=O)(C1(C)C)CC=C(C)C)C(=O)C4=CC(=C(C=C4)O)O)(C)C)CCC(=C)C)C,8.128732581
CC(=CCC1=C(C2(CC(C(C(C1=O)(C2=O)C(=O)C3=CC(=C(C=C3)O)O)(C)C)CC(CCC(=C)C)C(=C)C)CC=C(C)C)O)C,8.128732581
CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1C)C)C(=O)O,8.12
CC(=CCC1=C2C(=C(C3=C1OC(C=C3)(C)C)O)C(=O)CC(O2)C4=CC=C(C=C4)O)C,8.118081181
CC(=CCC1=C2C(=C(C3=C1OC(CC3=O)C4=CC=C(C=C4)O)O)C=CC(O2)(C)C)C,8.118081181
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C(=O)O)C)C,8.101598423
COC1=CC=C(C=C1)C=C2COC3=C(C2=O)C=CC(=C3)O,8.1
COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC)O)OC)OC,8.1
CC(C)C1=C(C2=C(C(=C1OC)O)C3(CCCC(C3C2(C=O)O)(C)C)C)O,8.1
CC(=CCC1=C(C=C2C(=C1O)C(=O)C3=C(C(=C(C(=C3O2)CC=C(C)C)O)O)CC=C(C)C)O)C,8.051668461
CC(=CCC1=C(C2=C(C=C1O)OC3=C(C(=C(C(=C3C2=O)CC=C(C)C)O)O)CC=C(C)C)O)C,8.051668461
CCCCCCCCCCCCCC=C1C(C(=C)OC1=O)O,8.038897893
CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C24C=CC5(C3(CCC(C5)O)C)OO4)C,8.026131591
CC=CC1=CC2=C(C(=C1)OC)OC(C2C)C3=CC(=C(C=C3)OC)OC,8
C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O)O,8
CC1=CC(=C(C(=C1)O)CC2C3(CCCC(C3CCC2(C)O)(C)C)C)O,8
CCCCCC=CC=CC(=O)OC1CC2C(C(CC(C23C(OC(C3=C1)OC(=O)C)OC(=O)C)O)C)(C)CCC(=C)C=C,8
CC(=CCC1=C2C(=CC(=C1OC)O)OC3=CC4=C(C(C(O4)C(C)(C)O)O)C(=C3C2=O)O)C,7.97740113
CC(=CCC1=C(C(=CC2=C1C(=O)C3=C(C4=C(C=C3O2)OC(C4O)C(C)(C)O)O)O)OC)C,7.97740113
CC1=C2C(CC1C3=COC=C3)OC4C2(C(C5(C6C4OCC6(C=CC5=O)C)C)CC(=O)OC)C,7.955801105
C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,7.940972107
CC(=CCC1=C(C=CC(=C1O)C(=O)C=CC2=CC=C(C=C2)O)O)C,7.92
CC1=C(C(=O)OC(C1)C(C)C2CCC3C2(CCC4C3CC5C6(C4(C(=O)C=CC6O)C)O5)C)COC7C(C(C(C(O7)CO)O)O)O,7.902639482
CC1(C2=CCC3C4(CC(C(C4(CC(=O)C3(C2C=C(C1=O)O)C)C)C(C)(C(=O)CC(C(C)(C)O)O)O)O)C)C,7.9
CC1C(C(OC1C2=CC3=C(C=C2)OCO3)C4=CC5=C(C=C4)OCO5)C,7.9
CC(CC1=CC2=C(C=C1)OCO2)C(C)CC3=CC4=C(C=C3)OCO4,7.9
COC1=C(C=C2C3C(C(C=C4C3N(CC4)CC2=C1)O)O)O,7.9
CC1(CCC(C23C1C(C(C45C2CCC(C4)C(=C)C5=O)(OC3)O)O)O)C,7.9
CC(C)C1CC(C2C1(CCC3(C2(CC=C4C3C(CC5C4(C=CC(=O)C5(C)C)C)O)C)C)CO)OC(=O)C,7.9
CC1(C2CCC3(C(C2(CCC1=O)C)CCC4C3(CCC5(C4C6C(C5)OC(=O)C6=C)C)C)C)C,7.9
CC1(CCC(C23C1C(C(C45C2CCC(C4)C(=C)C5=O)(OC3)O)O)O)C,7.893226177
CC(=CCO)C(=O)OC1CC(C2C(C3C1C(=C)C(=O)O3)C4(C(C2OC(=O)C)O4)C)(CCl)O,7.857294542
C1=CC(=CC=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)O)O,7.8
CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,7.8
COC1=C(C=C2C3C(C(C=C4C3N(CC4)CC2=C1)O)O)O,7.8
CC(=CCC1=CC(=CC2=C1OC(C=C2)(C)C)C3CC(=O)C4=C(C=C(C(=C4O3)CC=C(C)C)O)O)C,7.8
CC(C)C=CC1=C(C2=C(C=C1O)OC(=C(C2=O)CC=C(C)C)C3=C(C=C(C=C3)O)O)O,7.8
CC(=CCC1CC23CC(C(OC2=C(C(=O)C(C3=O)(C1(C)C)CC=C(C)C)C(=O)C4=CC(=C(C=C4)O)O)(C)C)CCC(=C)C)C,7.796947578
CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)OCC)O,7.754342432
CC(=CCC1=C(C2=C(C(=C1O)CC=C(C)C)OC(CC2=O)C3=CC(=C4C(=C3)C=CC(O4)(C)C)O)O)C,7.745617611
COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)OC)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O,7.74
CCCCCCCCCC=CCCCCC=C1C(C(=C)OC1=O)O,7.713004484
CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,7.702733228
C=CCSS(=O)CC=C,7.701786815
CC(=CCC1=C(C=CC2=C1OCC3C2OC4=C3C=CC5=C4C=CC(O5)(C)C)O)C,7.7
CC1C(C(C(C(O1)OC2C(C(COC2OC(=O)C34CCC(CC3C5=CCC6C(C5(CC4O)C)(CCC7C6(CC(C(C7(C)CO)OC8C(C(C(C(O8)CO)O)O)O)O)C)C)(C)C)O)O)O)O)OC9C(C(C(CO9)O)OC1C(C(CO1)(CO)O)O)O,7.7
CC(C)C1=C(C=C2C(=C1)C(=O)CC3C2(CCCC3(C)C)C)O,7.7
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C(=O)O)C)C,7.663674184
CC(=CCC1=C(C2(CC(C(C(C1=O)(C2=O)C(=O)C3=CC(=C(C=C3)O)O)(C)C)CC(CCC(=C)C)C(=C)C)CC=C(C)C)O)C,7.631055076
CC(=CCC1CC2(C(=O)C(=C(C3=CC(=C(C=C3)O)O)O)C(=O)C(C2=O)(C1(C)C)CC=C(C)C)CC(CCC(=C)C)C(=C)C)C,7.631055076
CS(=O)CCCCN=C=S,7.6
C1OC2=C(O1)C3=C(C=C2)C(=O)C4=NC=CC5=CC6=C(C3=C54)OCO6,7.6
C1CN2CC3=CC4=C(C=C3C5C2C1=CC(C5O)O)OCO4,7.6
CC1(CCC2=C(O1)C(=CC3=C2C4C(CO3)C5=CC6=C(C=C5O4)OCO6)O)C,7.6
CC12CCC3C(C4(C1(O2)C=CC(=O)O4)C)OC(=O)C3=C,7.59
C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,7.59
CC1=CC2=C(C(=C1)O)C(=O)C3=C(C(=C(C=C3C2=O)O)CC=C(C)CCC=C(C)C)O,7.576875769
CC1=C(C(=C2C(=C1O)C3(C(=CC(=C(C3=O)C(=O)C)O)O2)C)C(=O)C)O,7.551553877
COC1=C(C=C2C(=C1)C(=C3C(=C2O)COC3=O)C4=CC5=C(C=C4)OCO5)OC,7.55
CC1(C=CC2=C(O1)C=CC3=C2C4=C(N3)C=C(C(=C4)C=O)O)C,7.54
CC1=C2C(C(C3(C(CC4C(C3C(C2(CC1OC(=O)C)C(C)(C)O)OC(=O)C)(CO4)OC(=O)C)OC(=O)C)C)OC(=O)C)OC(=O)C,7.537919412
CC(=CCC1=C(C=CC2=C1C(=O)C3=C(C4=C(C=C3O2)OC(C=C4)(C)C)O)O)C,7.531712474
CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)OC)O3)N(CCC6=CC(=C5OC)O)C)OC,7.53
CC1(C2=CCC3C4(CC(C(C4(CC(=O)C3(C2C=C(C1=O)O)C)C)C(C)(C(=O)C=CC(C)(C)O)O)O)C)C,7.5
COC1=CC=C(C=C1)C=C2COC3=C(C2=O)C=CC(=C3)O,7.5
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C,7.5
CC1=CC(=C(C(=C1)O)CC2C3(CCCC(C3CCC2(C)O)(C)C)C)O,7.5
COC1=C(C=C2C3C(C(C=C4C3N(CC4)CC2=C1)O)O)O,7.5
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3OC)O)O)O)C,7.5
CCCCCCCCCCCCCC=C1C(C(=C)OC1=O)O,7.487844408
CC(=CCC1CC23CC(C(OC2=C(C(=O)C(C3=O)(C1(C)C)CC=C(C)C)C(=O)C4=CC(=C(C=C4)O)O)(C)C)CCC(=C)C)C,7.465162575
CC(=CCC1CC23CC(C(OC2=C(C(=O)C(C3=O)(C1(C)C)CC=C(C)C)C(=O)C4=CC(=C(C=C4)O)O)(C)C)CC=C(C)C)C,7.465162575
CC(=O)OC1CCC2(C3C(CC4CC3(C(C(C2C1(C)C)OC(=O)C)OC(=O)C)C(=O)C4=C)O)C,7.427612253
CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,7.4
CN1C2=CC=CC=C2C=C3C1=C4C=CC=CC4=N3,7.4
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)OC6C(C(C(CO6)O)O)O)C)C)C2C1)C)C(=O)O)C,7.4
COC1=C(C=C2C3C(C(C=C4C3N(CC4)CC2=C1)O)O)O,7.4
CC1=CCCC2=CC(CC(=CC3C(CC1)C(=C)C(=O)O3)C)OC2=O,7.4
CC(=CCC1=C(C(=CC2=C1C(=O)C3=C(C4=C(C=C3O2)OC(C=C4)(C)C)O)O)OC)C,7.394711068
CC(=CCC1=C(C=CC2=C1OC3C2COC4=C3C=CC(=C4CC=C(C)C)O)O)C,7.388535032
CC1C(C(C(C(O1)OC2C(OC(C(C2O)OC3C(C(C(C(O3)C)O)O)O)OC4CCC5(C6CCC7(C(C6CC=C5C4)CC8C7C(=C(O8)CCC(C)COC9C(C(C(C(O9)CO)O)O)O)C)C)C)CO)O)O)O,7.38
CCCCCCCCCCCCC(C1CCC(O1)C(CCC(CCCCCCCC(CC2=CC(OC2=O)C)O)O)O)O,7.371418998
CC(=O)OC1C=CC(=O)OC1C2C(O2)C3=CC=CC=C3,7.37
C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3,7.36
CC(=CCC12C(=O)C3(CC(C1(C)C)C(C(C3=O)(C2=O)C(=O)C4=CC(=C(C=C4)O)O)C=C(C)C)CC(CCC(=C)C)C(=C)C)C,7.323568575
CC1=CC2=C(C(=C(C(=C2C(C)C)OC)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)OC)C(C)C)O)O,7.317965606
C1OC2=C(O1)C=C3C(=C2)C4=CC=CC=C4N(C3=O)CCC5=CC=CC=C5,7.3
CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=CC(=C(C=C7CCN6C)OC)O3)OC)O)OC,7.3
CC(=CCC1=C(C2(CC(C(C(C1=O)(C2=O)C(=O)C3=CC(=C(C=C3)O)O)(C)C)CC(CCC(=C)C)C(=C)C)CC=C(C)C)O)C,7.299270073
CC(=CCC1CC23CC(C(OC2=C(C(=O)C(C3=O)(C1(C)C)CC=C(C)C)C(=O)C4=CC(=C(C=C4)O)O)(C)C)CC=C(C)C)C,7.299270073
CC(=O)OC1CC2C(C3(C1C45CCCC(C4C(C3(OC5)O)O)(C)C)C(=O)C2=C)O,7.257072571
CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=CC(=C(C=C7CCN6C)OC)O3)OC)O)OC,7.228519796
COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)OC)OC)O,7.216208715
COC1=C2C(=C3C4=CC=CC=C4C(=O)C5=NC=CC1=C35)OCO2,7.206026859
COC1=C(C=C2C(=C1)C(=C3C(=C2O)COC3=O)C4=CC5=C(C=C4)OCO5)OC,7.2
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(=O)C5(C)C)C)C)C2C1)C)C(=O)O)C,7.2
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,7.2
CC(C)C1=C(C2=C(C(=O)C1=O)C3(CCCC(C3=C2C=O)(C)C)C)O,7.2
COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC,7.2
COC1=CC2CCN3C2C(C1O)C4=CC5=C(C=C4C3)OCO5,7.2
CC1=C2CC3C(=C)C(=O)C=CC3(CC2OC1=O)C,7.2
COC1CC2C3(C=C1)C(CN2CC4=CC5=C(C=C34)OCO5)O,7.2
COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,7.19
CC1C2C(C3C4(C(CC(=O)C3(C1C(=O)O2)C)C(=CC(=O)C4O)C)C)O,7.175660161
CC(=CCC1=C(C2(CC(C(C(C1=O)(C2=O)C(=O)C3=CC(=C(C=C3)O)O)(C)C)CC(CCC(=C)C)C(=C)C)CC=C(C)C)O)C,7.133377571
CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C24C=CC5(C3(CCC(C5)O)C)OO4)C,7.116192254
CC1=CCCC2C1(C(C(C(C2(C)C=CC3=CC(=O)OC3)(C)O)O)O)C,7.1
CC1CCC2(C(C1(C)CCC3=CC(=O)OC3O)CC(=C2C)C=O)C,7.099879663
CC1=C2C(CC1C3=COC=C3)OC4C2(C(C5(C6C4OC(=O)C6(C=CC5=O)C)C)CC(=O)OC)C,7.073954984
CC1=C2C(CC1C3=COC=C3)OC4C2(C(C5(C6C4OCC6(C=CC5=O)C)C)CC(=O)OC)C,7.071823204
CC1C(C(C(C(O1)OC2CCC3(C(C2(C)CO)CCC4(C3C=CC56C4(CC(C7(C5CC(CC7)(C)C)CO6)O)C)C)C)O)OC8C(C(C(C(O8)CO)O)O)O)O,7.067861716
C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,7.030787448
CC=C(C)C(=O)OC(CC=C(C)C)C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O,7.03
CC1(CCCC2(C1CC(C3C2CC(=O)C4(C3(O4)CO)C#C)O)C)C,7.02
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C(=O)O)C)C,7.006787826
CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OC3CC(OC3CO)N4C=NC5=C4N=CN=C5N)OP(=O)(O)OCC6C(CC(O6)N7C=NC8=C7N=CN=C8N)OP(=O)(O)OC9C(CC(O9)N1C=NC2=C1NC(=NC2=O)N)O.N.[NH2-].[NH2-].[Pt+2],7.00280112
CCCCSC1=CC=C(C=C1)C,7
C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,7
CC(C)C1CC(C2C1(CCC3(C2(CC=C4C3C(CC5C4(CCC(C5(C)C)O)C)O)C)C)CO)OC(=O)C,7
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C,7
C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C3=C2OC(=C3C(=O)C4=C(C=C(C=C4)O)O)C5=CC=C(C=C5)O)O)O)O,7
CN1CCCC1C2=C(C=CC3=C2NC4=C3CCN5C4CC(C(C5)C=C)CC6C7=C(CCN6C)C8=CC=CC=C8N7)O,7
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3OC)O)O)O)C,7
CC(=CCC1=C(C=C2C(=C1O)C(=O)C3=C(C(=C(C=C3O2)O)OC)CC=C(C)C)O)C,6.991473812
CC(=CCC1=C(C2=C(C=C1O)OC3=C(C2=O)C(=C(C(=C3)O)OC)CC=C(C)C)O)C,6.991473812
CC(=CCC12C(=O)C3(CC(C1(C)C)C(C(C3=O)(C2=O)C(=O)C4=CC(=C(C=C4)O)O)C=C(C)C)CC(CCC(=C)C)C(=C)C)C,6.990679095
CC12CCCC(=C)C1CC(CC2)C(C)(C)O,6.99
CC12CCCC(=C)C1CC(C(=O)C2)C(C)(C)O,6.99
C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,6.987143656
CC(=CCC1CC23CC(C(OC2=C(C(=O)C(C3=O)(C1(C)C)CC=C(C)C)C(=O)C4=CC(=C(C=C4)O)O)(C)C)CC=C(C)C)C,6.96748507
CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)CC(=O)C=CC6=CC(=C(C=C6)O)OC)C(=O)O,6.952125138
CC(=O)OC1CC2CC3(C1C4(C(CC3OC(=O)C)C(C(CC4OC(=O)C)O)(C)C)C)C(=O)C2=C,6.924045321
CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)CO)O,6.906392694
CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OCC3C(C(C(C(O3)OC(=O)C45CCC(CC4C6=CCC7C8(CCC(C(C8CCC7(C6(CC5)C)C)(C)CO)OC9C(C(C(CO9)O)O)O)C)(C)C)O)O)O)CO)O)O)O,6.9
CC(=CCNC1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)C,6.9
COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC)O)OC)OC,6.9
CC(C)C1=C(C2=C(C(=O)C1=O)C3(CCCC(C3C2C=O)(C)C)C)O,6.9
C1CN2CC3=CC4=C(C=C3C5C2C1=CC(C5O)O)OCO4,6.9
CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)O)O)O,6.890611542
CC1=C2C(C(C3(C(CC(C(C3C(C2(CC1O)C(C)(C)O)O)COC(=O)C)OC(=O)C)OC(=O)C)C)OC(=O)C)O,6.83491062
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)CC(=O)C=CC6=CC=C(C=C6)O)C(=O)O)C,6.801592568
CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,6.8
CC(=CCC1=C(C2=C(C=C1O)OC3=C(C2=O)C(=C(C(=C3)O)OC)CC=C(C)C)O)C,6.8
CC(=CCC1=C(C=C2C(=C1O)C(=O)C3=C(O2)C=C(C(=C3CC=C(C)C)OC)O)OC)C,6.784452297
CN1CCC2=CC(=C3C4=C2C1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)CC7C8=CC(=C(O3)C=C8CCN7C)O4)OC)OC,6.762614878
CC1C(C(C(C(O1)OC2C(OC(C(C2O)OC3C(C(C(C(O3)C)O)O)O)OC4CCC5(C6CCC7(C(C6CC=C5C4)CC8C7C(=C(O8)CCC(C)COC9C(C(C(C(O9)CO)O)O)O)C)C)C)CO)O)O)O,6.75
COC1=C(C(=C(C=C1)C2CC3=C(C=C(C=C3)O)OC2)OC)O,6.747816883
CC(=CCCC(=CCC1=C(C=C(C=C1O)C=CC2=CC3=C(C(=C2)O)OC4(CC(C(C(C4C3)(C)C)O)O)C)O)C)C,6.743211227
COC1=CC(=C2C(=O)CC(OC2=C1C=O)C3=CC=CC=C3)OC,6.724303554
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C(=O)O)C)C,6.700240858
COC1=CC=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)OC)O,6.7
CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,6.7
CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)CC(=O)C=CC6=CC(=C(C=C6)O)OC)C(=O)O,6.7
CC1(CCC(C23C1C(C(C45C2CCC(C4)C(=C)C5O)(OC3)O)O)O)C,6.7
CC12CCCC(=C)C1CC(CC2)C(C)(C)O,6.7
CN1CCC2=CC(=C3C=C2C1CC4=CC5=C(C=C4)OC6=C7C(CC8=CC(=C(C=C8)O)O3)N(CCC7=CC(=C6OC5)OC)C)OC,6.7
COC1=CC2CCN3C2C(C1O)C4=CC5=C(C=C4C3)OCO5,6.7
CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)O)OC)OC,6.7
CC(=CCCC(=CCOC1=C(C=C(C=C1OC)C=CCO)OC)C)C,6.7
CC1C(C(C(C(O1)OC2C(C(COC2OC(=O)C34CCC(CC3C5=CCC6C(C5(CC4O)C)(CCC7C6(CC(C(C7(C)CO)OC8C(C(C(C(O8)CO)O)O)O)O)C)C)(C)C)O)O)O)OC(=O)C)OC9C(C(C(CO9)O)OC1C(C(CO1)(CO)O)O)O,6.7
COC1=C(C=C2C(=C1)OC3=C(C2=O)C(=C(C(=C3)O)O)O)Cl,6.7
C1CN2CC3=CC4=C(C=C3C5C2C1=CC(C5O)O)OCO4,6.7
CC1(C2CCC3(C(C2(CCC1=O)C)CCC4C3(CCC5(C4C6C(C5)OC(=O)C6=C)C)C)C)C,6.7
COC1CC2C3(C=C1)C(CN2CC4=CC5=C(C=C34)OCO5)O,6.7
CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=CC(=C(C=C7CCN6C)OC)O3)OC)O)OC,6.7
CN1CCC2=CC3=C(C4=C2C1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)CC7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3,6.7
CC(=O)OC1CC2CC3(C1C4(C(CC(C(C4C(C3OC(=O)C)O)(C)C)O)OC(=O)C)C)C(=O)C2=C,6.699147381
CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)CO)O,6.69
C1=CC=C2C(=C1)C3=C4C(=C5C6=C(C=C(C=C6)O)NC5=C3N2)C(=O)NC4=O,6.680339877
CN1CCCC1C2=C(C=CC3=C2NC4=C3CCN5C4CC(C(C5)C=C)CC6C7=C(CCN6C)C8=CC=CC=C8N7)O,6.68
CC1(C=CC2=C(C(=C(C=C2O1)OC)C(=O)C=CC3=CC=C(C=C3)O)O)C,6.67
CC1CCC2(C(C1(C)CCC3=CC(=O)N(C3=O)C=C(CCC4(C(CCC5(C4CCC=C5C)C)C)C)CC(=O)O)CCC=C2C)C,6.66774559
CC(=CCC1=C(C=C2C(=C1)C3=C(CO2)C4=C(O3)C(=C(C=C4)O)CC=C(C)C)O)C,6.658130602
CC(=O)OC1CC(C23COC(C1(C2CC(C4(C3C(=O)C(C5(C46C(O6)CC5C7=COC=C7)C)OC(=O)C)C)O)C)O)O,6.648103028
CC1=C2C(CC1C3=COC=C3)OC4C2(C(C5(C6C4OC(=O)C6(C=CC5=O)C)C)CC(=O)OC)C,6.645230439
CC(=CCC1C(=C)CCC2C1(CC(C(C2(C)C)O)OC(=O)C)C)C=C,6.637806638
CC(=CCC1CC2(C(=O)C(=C(C3=CC(=C(C=C3)O)O)O)C(=O)C(C2=O)(C1(C)C)CC=C(C)C)CC(CCC(=C)C)C(=C)C)C,6.635700066
CC1C2C(CC3=C1C=CO3)C4(CCCC(C4(C(C2O)OC(=O)C5=CC=CC=C5)O)(C)C)C,6.611947104
CN1CCC2=CC(=C3C4=C2C1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)CC7=NCCC8=CC(=C(O4)C=C87)O3)O)OC,6.604463959
CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,6.6
CC1=CCCC(=CC2C(C(C1)OC(=O)C(=C)C(CO)O)C(=C)C(=O)O2)CO,6.6
CC1=C2CCC3(C(C2(C=C(C1=O)O)C)CC=C4C3(C(C(=O)C5C4CC(CC5)(C)C)O)C)C,6.6
COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC)OC,6.6
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)CC(=O)C=CC6=CC=C(C=C6)O)C(=O)O)C,6.6
CC(=O)OCC12CCCC(C1CC(C34C2CCC(C3O)C(=C)C4=O)O)(C)CO,6.6
C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,6.599000723
COC1=CC2=C(C=C1)C3COC4=C(C3O2)C=CC(=C4)O,6.59
COC1=CC2=C(C=C1)C3COC4=C(C3O2)C=CC(=C4)O,6.585762913
CC(=CCC1=C(C=C2C(=C1O)C(=O)C3=C(C(=C(C=C3O2)O)OC)CCC(C)(C)O)O)C,6.557759627
CC(=CCC1=C(C2=C(C=C1O)OC3=C(C2=O)C(=C(C(=C3)O)OC)CCC(C)(C)O)O)C,6.557759627
C1C[N+]2=C(C=C3C=CC4=C(C3=C2)OCO4)C5=CC6=C(C=C51)OCO6,6.556353419
C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O,6.51810585
COC1=CC(=CC(=C1OC)OC)CC2C(COC2=O)CC3=CC4=C(C=C3)OCO4,6.5
CC1CN2CC3CCC4=C5C(=C(C6=C5C3(C2(CC6(C1=O)O)OC)C)C(=O)OC)C=CO4,6.5
