SMILES,IC50
CC(=O)NC1C(C(C(OC1OC2CCC3(C(C2(C)C)CCC4(C3CC=C5C4(CC(C6(C5CC(C(C6)OC(=O)C=CC7=CC=CC=C7)(C)C)C(=O)O)O)C)C)C)COC8C(C(C(CO8)O)O)OC9C(C(C(CO9)O)O)O)O)O,12.42750621
CC(=O)OC1C(OC2=CC(=CC(=C2C1=O)O)OC)C3=CC(=C(C=C3)O)O,416.3197336
COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,35.50875862
COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,82.59027383
COC1=C(C(=C(C=C1)C2COC3=C(C2=O)C=CC(=C3)O)OC)OC,51.28670905
CC1C(=O)CCC2C1(CCC3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C)C(=O)O)C)C)C)C,10
COC1=C2C(=CC(=C1)O)CC(CO2)CC3=CC=C(C=C3)O,49.5
COC1=C2C(=CC(=C1)O)CC(CO2)CC3=CC=C(C=C3)O,65.6
COC1=C2C(=CC(=C1)O)CC(CO2)CC3=CC=C(C=C3)O,70.2
COC1=C2C(=CC(=C1)O)CC(CO2)CC3=CC=C(C=C3)O,100
C=CCCCCCC=CC(C#CC#CCC=C)O,23.93134181
C=CCCCCCC=CC(C#CC#CCC=C)O,39.61049678
C=CCCCCCC=CC(C#CC#CCC=C)O,44.97441822
C=CCCCCCC=CC(C#CC#CCC=C)O,54.87704242
C=CCCCCCC=CC(C#CC#CCC=C)O,61.06618254
C=CCCCCCC=CC(C#CC#CCC=C)O,155.1411124
COC1=CC(=CC(=C1CCC(=O)C2=CC=C(C=C2)O)OC)O,40.2
COC1=CC(=CC(=C1CCC(=O)C2=CC=C(C=C2)O)OC)O,42.9
COC1=CC(=CC(=C1CCC(=O)C2=CC=C(C=C2)O)OC)O,49
COC1=CC(=CC(=C1CCC(=O)C2=CC=C(C=C2)O)OC)O,67.2
COC1=CC(=CC(=C1CCC(=O)C2=CC=C(C=C2)O)OC)O,84.4
CC(=C(C)C(=O)C1=CC=C(C=C1)O)C(=O)C2=CC=C(C=C2)O,168.7478907
CC1C(C(C(C(O1)OC2=C(C=C3C4=C2OC(=O)C5=CC(=C(C(=C54)OC3=O)O)OC)OC)OC(=O)C)OC(=O)C)O,23.01516503
CC1C(C(C(C(O1)OC2=C(C=C3C4=C2OC(=O)C5=CC(=C(C(=C54)OC3=O)O)OC)OC)OC(=O)C)OC(=O)C)O,24.26404996
CC1C(C(C(C(O1)OC2=C(C=C3C4=C2OC(=O)C5=CC(=C(C(=C54)OC3=O)O)OC)OC)OC(=O)C)OC(=O)C)O,26.22658341
CC1C(C(C(C(O1)OC2=C(C=C3C4=C2OC(=O)C5=CC(=C(C(=C54)OC3=O)O)OC)OC)OC(=O)C)OC(=O)C)O,32.82783229
