BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
1.698,655.922,14.137,11.528,11.528,10.22,7.454,7.454,6.318,6.318,5.271,5.271,4.348,4.348,12.208,10.213,0,18.753,0,36.573,11.137,0,18.209,4.9,9.474,287.116,0.5,-1.56,21,270.179,173643.661,12.031,4.001,1.511,121.943,10.538,0.454,10.538,0.231,0.083,0.231,-0.78,-0.454,0.749,74.218,287.315,2,5,1,3,4,1,0,1,5,2,5,0,0,0,1,1,110,19.687,0,11.499,6.793,0,0,4.9,0,0,0,11.649,29.68,25.049,12.208,5,19.687,0,0,4.9,0,37.133,13.338,34.909,0,11.499,9.474,0,11.499,0,46.7,6.545,0,23.466,23.782,0,0,0,62.16,0,0,0,0,0,0,0,0,0,46.667,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.937,687.693,20.801,15.913,15.913,13.15,9.527,9.527,8.36,8.36,6.829,6.829,5.237,5.237,54.294,24.909,0,36.01,12.842,0,0,0,6.924,13.158,14.58,396.178,0.7,-1.74,28,368.212,1514475.784,20.981,7.589,3.179,163.004,12.404,0.458,12.404,0.336,0.093,0.336,-1.445,-0.458,-0.305,96.653,396.436,4,8,2,1,3,0,0,0,8,4,8,0,6,2,1,3,156,29.9,18.312,0,0,0,11.939,0,9.589,0,0,20.082,25.18,23.513,24.202,3,39.489,11.939,0,0,23.169,50.602,13.214,24.304,0,0,0,0,0,0,69.994,19.063,23.169,26.186,24.304,0,0,0,133.52,0,0,0,0,0,0,0,0,0,77.75,0,4,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.078,1322.543,23.533,18.516,18.516,14.951,10.209,10.209,8.844,8.844,5.714,5.714,4.184,4.184,28.987,25.221,0,44.75,11.984,5.573,33.09,0,19.923,0,13.891,442.163,0.375,-3.23,32,416.256,10226089.63,21.981,7.425,3.267,183.484,13.589,0.506,13.589,0.204,0.021,0.204,-1.407,-0.506,3.44,118.68,442.464,4,8,0,1,1,2,1,3,8,4,8,0,4,0,0,0,170,34.317,34.155,17.603,5.429,0,0,4.795,0,0,0,11.649,34.116,17.696,23.661,4,34.317,21.938,0,0,0,51.925,7.11,45.132,0,22.998,14.903,0,22.998,0,39.241,6.421,0,44.926,32.994,0,21.938,0,129.59,0,0,0,0,0,0,0,0,5.897,77.02,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.764,800.884,18.681,14.768,14.768,12.512,8.399,8.399,6.417,6.417,4.753,4.753,3.311,3.311,0,15.008,0,29.304,30.948,11.127,14.22,30.332,6.066,0,14.211,358.142,0.35,-2.89,26,336.214,887441.478,17.918,7.556,3.688,151.493,12.21,0.504,12.21,0.309,0.025,0.309,-0.274,-0.504,2.689,94.665,358.39,2,6,0,1,1,2,0,2,6,2,6,0,6,0,1,1,138,24.424,0,22.998,0,0,5.969,4.795,0,0,0,12.133,48.234,5.918,26.744,3,29.218,5.969,0,0,11.836,12.842,20.826,47.525,0,22.998,9.474,0,22.998,0,37.009,22.373,11.836,11.127,36.398,0,0,0,85.22,0,0,0,0,0,0,0,0,0,64.333,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.707,392.135,14.251,10.558,12.07,9.079,6.023,7.093,4.18,4.936,2.783,3.121,1.758,2.166,12.011,4.795,0,0,18.181,24.34,0,0,24.265,4.9,34.042,304.075,0.462,-0.97,19,287.061,15174.025,16.085,8.251,5.266,122.648,10.687,0.48,10.687,0.32,0.32,0.32,-0.991,-0.48,1.925,79.41,305.205,3,4,0,0,0,1,0,1,3,2,6,0,8,0,0,0,106,15.74,6.042,0,0,0,5.969,4.795,0,0,23.202,12.133,24.117,30.537,0,1,9.901,34.859,0,0,5.734,12.463,29.749,29.829,0,0,10.634,5.687,0,23.202,41.967,11.215,0,5.563,24.265,0,0,0,66.56,0,11.501,0,0,0,0,0,0,0,37.555,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.602,747.393,12.698,9.844,9.844,8.703,5.619,5.619,4.187,4.187,3.104,3.104,2.33,2.33,0,10.213,0,11.499,5.75,21.545,0,31.375,18.199,0,4.737,240.079,0.067,-2.42,18,228.162,17303.056,10.716,3.806,1.444,103.862,10.04,0.508,10.04,0.131,0.147,0.131,0.147,-0.508,3.413,71.336,240.258,2,3,0,0,0,3,0,3,3,2,3,0,1,0,0,0,90,14.95,17.249,0,0,0,0,0,0,0,0,24.265,22.905,16.839,7.11,3,14.95,21.545,0,0,0,0,7.11,42.465,0,17.249,4.737,0,17.249,0,17.323,0,0,0,42.465,0,21.545,0,49.69,0,0,0,0,0,0,0,0,0,43.167,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.958,695.689,15.69,12.497,12.497,10.635,7.022,7.022,5.243,5.243,3.946,3.946,2.83,2.83,0,10.213,0,17.417,23.855,17.548,14.22,18.199,12.133,0,14.211,302.115,0.294,-2.56,22,284.182,121958.715,14.38,5.674,2.387,128.236,10.208,0.508,10.208,0.201,0.001,0.201,-0.001,-0.508,2.834,81.258,302.326,2,5,0,1,1,2,0,2,5,2,5,0,3,0,0,0,116,24.424,11.499,11.499,5.75,0,0,0,0,0,0,12.133,24.117,17.548,20.826,3,24.424,0,0,0,0,12.339,20.826,41.459,0,28.748,14.211,0,28.748,0,31.04,6.421,0,17.045,30.332,0,0,0,68.15,0,0,0,0,0,0,0,0,0,52.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.541,593.189,24.217,20.532,20.532,15.795,13.091,13.091,9.947,9.947,6.885,6.885,4.81,4.81,24.416,25.221,0,24.281,37.677,57.787,0,6.076,6.924,6.924,9.474,470.324,0.885,-0.99,33,424.279,18500907.9,28.249,15.097,10.435,198.727,11.626,0.455,11.626,0.334,0.115,0.334,-0.796,-0.455,3.55,126.637,470.647,4,7,0,2,2,0,0,0,7,4,7,0,17,0,1,1,192,29.9,6.104,0,0,0,5.969,0,4.795,0,0,45.449,57.946,11.994,36.624,2,34.694,5.969,0,0,0,146.467,0,11.649,0,0,0,0,0,0,69.123,14.268,0,103.739,11.649,0,0,0,116.45,0,0,0,0,0,0,0,0,0,77.667,0,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1.362,726.128,30.581,26.896,26.896,20.295,17.591,17.591,13.129,13.129,9.127,9.127,6.413,6.413,18.312,25.221,0,24.281,30.94,89.892,38.525,0,13,6.924,9.474,596.465,0.914,-0.99,42,532.378,1475573080,37.198,22.509,16.185,256.012,11.644,0.455,11.644,0.334,0.013,0.334,-0.604,-0.455,7.061,168.19,596.89,4,7,0,2,2,0,0,0,7,4,7,0,26,0,1,1,246,29.9,6.104,0,0,0,5.969,0,4.795,0,0,103.236,57.946,11.994,36.624,2,34.694,5.969,0,0,0,204.254,0,11.649,0,0,0,0,0,0,69.123,14.268,0,161.526,11.649,0,0,0,116.45,0,0,0,0,0,0,0,0,0,91.167,0,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
2.459,1147.893,21.999,17.445,17.445,14.463,8.748,8.748,6.016,6.016,4.603,4.603,3.239,3.239,11.178,9.901,0,39.728,17.062,0,42.659,18.199,0,0,32.838,418.126,0.286,-3.75,30,396.222,5078349.898,20.971,8.318,3.079,171.802,13.118,0.502,13.118,0.239,0.027,0.239,-0.725,-0.502,3.217,108.897,418.398,1,9,0,0,0,2,1,3,9,1,9,0,7,0,0,0,160,37.945,5.386,28.592,28.427,0,0,4.795,0,0,0,0,18.199,5.563,42.659,3,37.945,10.969,0,0,0,0,42.659,28.422,0,51.57,33.85,0,40.247,0,47.765,0,0,0,27.411,0,22.293,0,105.82,0,0,0,0,0,0,0,0,5.952,69.548,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.533,1359.657,32.976,28.739,28.739,20.324,15.999,15.999,14.977,14.977,9.341,9.341,7.247,7.247,11.705,15.32,0,28.136,19.262,34.286,0,6.924,37.304,109.729,4.737,600.418,0.525,-2.72,44,544.436,1538516262,35.756,13.73,8.713,266.555,10.852,0.393,10.852,0.121,0.103,0.121,-1.054,-0.393,8.718,184.072,600.884,3,4,2,1,3,0,0,0,4,3,4,0,9,2,1,3,240,20.056,11.202,0,0,0,0,0,0,0,5.731,111.25,77.524,23.83,17.809,3,20.056,0,0,0,10.83,123.932,0,112.585,0,0,0,0,0,0,44.331,4.737,10.83,94.921,112.585,0,0,0,73.22,0,0,0,0,0,0,0,0,0,93.25,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2,1108.855,30.19,25.492,25.492,19.818,15.788,15.788,14.454,14.454,12.573,12.573,10.441,10.441,47.826,24.909,0,41.9,18.257,50.519,20.11,6.924,0,13.847,23.684,592.325,0.875,-1.56,42,544.342,2149751037,30.466,10.805,4.582,247.601,12.697,0.462,12.697,0.331,0.019,0.331,-1.077,-0.462,2.652,148.674,592.726,3,10,4,2,6,0,0,0,10,3,10,0,6,4,1,5,236,39.004,31.023,6.29,0,0,11.939,4.795,4.795,0,0,13.847,80.611,37.863,17.809,6,48.593,11.939,0,0,34.502,127.576,13.717,11.649,0,0,0,0,0,0,89.49,33.273,34.502,79.062,11.649,0,0,0,140.98,0,0,0,0,0,0,0,0,0,98.417,0,3,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.575,1161.583,24.206,20.123,20.123,16.078,11.983,11.983,11.213,11.213,9.907,9.907,8.407,8.407,40.289,14.384,0,36.165,0,17.557,18.759,18.602,19.914,13.847,18.628,466.199,0.593,-2.67,34,436.29,65153242.37,21.836,6.716,2.339,198.036,13.679,0.472,13.679,0.316,0.066,0.316,-0.987,-0.472,3.743,119.388,466.53,0,7,3,2,5,0,1,1,7,0,7,0,4,1,2,3,180,18.628,12.208,5.783,0,0,11.939,14.384,0,0,0,25.497,49.465,22.666,37.576,6,33.011,17.722,0,0,28.081,64.766,7.11,47.454,0,0,0,0,0,0,43.144,28.594,28.081,52.018,46.308,0,0,0,92.04,0,0,0,0,0,0,0,0,5.347,74.403,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.001,594.031,16.276,12.822,12.822,10.363,7.382,7.382,6.009,6.009,4.166,4.166,2.538,2.538,0,20.426,0,22.998,11.836,23.969,12.133,12.133,12.133,13.847,0,302.152,0.333,-2.36,22,280.194,69045.565,16.018,6.602,3.845,129.855,9.542,0.504,9.542,0.157,0.096,0.157,-0.107,-0.504,3.566,85.279,302.37,4,4,0,0,0,2,0,2,4,4,4,0,5,0,0,0,118,20.426,0,22.998,0,0,0,0,0,0,0,25.98,60.07,0,0,2,20.426,0,0,0,11.836,26.689,0,47.525,0,22.998,0,0,22.998,0,20.426,12.842,11.836,24.974,36.398,0,0,0,80.92,0,0,0,0,0,0,0,0,0,55.667,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.146,934.891,26.165,22.987,22.987,17.586,14.702,14.702,13.595,13.595,12.236,12.236,10.039,10.039,11.705,15.008,0,47.319,30.781,63.36,0,13.186,6.924,13.847,18.947,518.324,0.9,-0.99,37,472.323,271008189.9,26.244,9.294,3.971,220.802,12.403,0.458,12.403,0.331,0.166,0.331,-0.67,-0.458,4.139,136.348,518.691,2,7,4,2,6,0,0,0,7,2,7,0,4,4,1,5,208,29.161,12.711,6.29,0,0,5.969,0,4.795,0,0,13.847,99.371,25.022,23.913,6,33.955,5.969,0,0,34.502,121.286,13.717,11.649,0,0,0,0,0,0,66.206,23.742,34.502,84.979,11.649,0,0,0,94.45,0,0,0,0,0,0,0,0,0,78.583,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.155,967.9,27.035,23.305,23.305,18.014,14.81,14.81,13.715,13.715,12.317,12.317,10.072,10.072,36.307,20.114,0,34.739,18.443,63.36,7.11,13,0,13.847,18.947,534.319,0.9,-1.03,38,488.322,408592323.8,27.155,9.521,3.881,225.596,12.405,0.458,12.405,0.331,0.01,0.331,-1.036,-0.458,3.11,137.737,534.69,3,8,4,2,6,0,0,0,8,3,8,0,4,4,1,5,214,34.267,24.919,6.29,0,0,5.969,0,4.795,0,0,13.847,99.371,18.601,17.809,6,39.062,5.969,0,0,34.502,120.97,13.717,11.649,0,0,0,0,0,0,77.416,23.742,34.502,78.559,11.649,0,0,0,114.68,0,0,0,0,0,0,0,0,0,84.417,0,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.193,1075.387,29.319,25.174,25.174,19.391,15.679,15.679,14.334,14.334,12.493,12.493,10.408,10.408,23.224,19.802,0,60.398,24.677,50.519,6.924,13.186,6.924,13.847,23.684,576.33,0.875,-1.52,41,528.343,1426317366,29.547,10.579,4.691,242.807,12.695,0.462,12.695,0.331,0.09,0.331,-0.99,-0.462,3.681,147.285,576.727,2,9,4,2,6,0,0,0,9,2,9,0,6,4,1,5,230,33.897,18.815,6.29,0,0,11.939,4.795,4.795,0,0,13.847,80.611,44.284,23.913,6,43.486,11.939,0,0,34.502,127.893,13.717,11.649,0,0,0,0,0,0,78.279,33.273,34.502,85.482,11.649,0,0,0,120.75,0,0,0,0,0,0,0,0,0,92.583,0,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.179,983.3,27.087,23.357,23.357,17.938,14.778,14.778,13.771,13.771,12.379,12.379,10.025,10.025,23.596,20.114,0,52.865,25.869,50.519,0,13.186,6.924,13.847,18.947,534.319,0.9,-1.03,38,488.322,367071229.4,27.155,9.247,3.806,225.596,12.405,0.458,12.405,0.331,0.116,0.331,-0.853,-0.458,3.254,137.807,534.69,3,8,4,2,6,0,0,0,8,3,8,0,4,4,1,5,214,34.267,12.711,6.29,0,0,5.969,0,4.795,0,0,13.847,87.032,31.442,29.514,6,39.062,5.969,0,0,28.584,126.887,13.717,11.649,0,0,0,0,0,0,76.914,23.742,28.584,84.979,11.649,0,0,0,114.68,0,0,0,0,0,0,0,0,0,84.5,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.448,249.525,7.941,6.156,6.973,5.432,3.508,3.916,2.209,2.391,1.42,1.549,0.875,0.967,0,0,0,0,0,12.966,5.563,0,18.199,34.504,0,163.046,0.222,-0.98,11,154.173,414.073,8.12,4.777,3.077,71.78,4.451,0.232,4.451,0.058,0.744,0.058,0.744,-0.232,2.332,50.039,163.245,0,1,0,0,0,1,0,1,2,0,2,0,3,0,0,0,56,0,0,0,0,0,0,0,4.992,0,0,30.332,24.202,0,11.706,1,0,17.379,0,0,4.992,6.421,6.545,35.895,0,0,0,0,0,12.218,11.706,6.421,0,5.563,35.324,0,0,0,12.36,0,4.451,0,0,0,0,0,0,0,19.383,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.838,2049.596,31.61,25.845,25.845,20.997,14.948,14.948,11.867,11.867,9.572,9.572,7.088,7.088,17.857,19.49,0,30.461,33.418,56.435,7.11,0,38.98,36.461,14.705,592.269,0.343,-4.79,44,556.408,7273519077,29.289,10.732,4.325,254.292,13.981,0.481,13.981,0.321,0.083,0.321,-1.215,-0.481,6.928,170.487,592.696,3,9,1,1,2,0,4,4,6,3,9,0,7,0,0,0,226,19.811,5.918,5.783,0,0,11.939,19.368,4.984,0,0,26.502,74.066,62.708,23.837,6,24.227,56.898,0,19.936,0,71.635,7.11,75.11,0,0,0,0,0,0,49.874,20.747,20.771,99.569,24.778,0,39.176,0,138.03,0,0,0,0,0,0,0,0,0,103,1,0,0,0,0,4,2,0,1,1,3,2,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.913,1559.046,42.628,35.608,35.608,28.528,22.773,22.773,20.583,20.583,17.338,17.338,13.828,13.828,105.015,40.852,0,23.038,48.349,45.132,18.918,0,0,33.771,37.895,854.466,0.955,-0.9,60,784.468,2.28E+13,44.309,16.515,7.099,351.952,11.932,0.394,11.932,0.187,0.014,0.187,-1.702,-0.394,0.853,208.182,855.028,8,16,4,5,9,0,0,0,16,8,16,0,8,3,5,8,342,78.747,61.04,24.657,0,0,0,0,0,0,0,39.344,98.71,12.339,38.133,9,78.747,0,0,0,46.337,196.415,19.821,11.649,0,0,0,0,0,0,164.682,37.895,46.337,92.406,11.649,0,0,0,235.68,0,0,0,0,0,0,0,0,0,140.75,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.68,1429.615,28.941,23.573,23.573,19.842,13.734,13.734,10.785,10.785,8.986,8.986,7.173,7.173,35.37,15.008,0,22.97,30.028,11.984,14.22,43.385,42.465,0,23.684,561.236,0.406,-3.79,41,526.351,2679555272,27.383,10.24,3.828,238.715,14.734,0.497,14.734,0.231,0.211,0.231,-2.094,-0.497,3.557,149.167,561.631,2,9,1,2,3,3,0,3,8,2,9,0,8,1,1,2,216,38.797,40.931,5.601,5.907,0,0,4.795,0,0,0,42.465,36.101,31.705,32.811,6,38.692,5.907,0,4.9,5.918,42.294,34.984,83.42,0,22.998,18.947,0,22.998,0,68.336,20.734,5.918,35.45,66.73,0,0,0,106.92,0,0,0,0,0,0,0,0,0,94.167,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.628,1120.627,24.897,21.931,21.931,15.756,12.943,12.943,13.101,13.101,11.55,11.55,8.889,8.889,5.415,14.696,0,39.172,11.491,56.092,12.683,6.076,6.924,46.771,4.737,464.293,0.667,-2.1,34,424.326,27309611.2,23.633,6.982,2.715,203.766,12.831,0.504,12.831,0.311,0.026,0.311,-0.424,-0.504,6.786,132.945,464.646,1,4,5,0,5,0,0,0,4,1,4,0,2,3,0,3,184,9.843,0,5.759,5.783,0,5.969,9.589,0,0,0,45.42,98.178,10.988,12.525,5,19.432,11.753,0,0,32.993,86.488,7.11,46.28,0,0,0,0,0,0,23.969,14.326,32.993,86.488,46.28,0,0,0,63.6,0,0,0,0,0,0,0,0,0,73.25,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
