BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
2.865,383.726,13,11.3,11.3,7.914,6.343,6.343,5.193,5.193,3.324,3.324,2.045,2.045,0,9.589,0,11.566,18.76,18.415,11.146,6.924,13,13.847,0,234.162,0.6,-1.18,17,212.163,5183.095,13.883,5.945,3.954,103.786,11.712,0.3,11.712,0.163,0.208,0.163,0.208,-0.3,3.617,69.777,234.339,0,2,1,0,1,0,0,0,2,0,2,0,5,0,0,0,94,4.795,5.783,5.783,0,0,0,4.795,0,0,0,31.07,32.607,18.415,0,1,9.589,11.566,0,0,5.918,53.378,0,22.795,0,0,0,0,0,0,11.566,9.589,5.918,53.378,22.795,0,0,0,34.14,0,0,0,0,0,0,0,0,0,39.667,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.975,259.433,9.138,6.788,6.788,5.685,3.288,3.288,2.157,2.157,1.434,1.434,0.856,0.856,5.783,9.589,0,17.302,0,12.152,14.22,0,0,9.474,0,168.042,0.25,-1.58,12,160.084,499.168,8.516,3.212,1.366,69.459,11.194,0.492,11.194,0.262,0.013,0.262,-0.403,-0.492,0.199,40.198,168.148,0,4,1,0,1,0,0,0,4,0,4,0,2,0,0,0,64,9.474,0,17.302,0,5.783,0,9.589,0,0,0,0,0,12.152,14.22,1,19.063,11.566,0,0,0,0,14.22,23.67,0,0,0,0,0,0,25.786,19.063,0,0,23.67,0,0,0,52.6,0,0,0,0,0,0,0,0,0,35.667,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.875,284.413,11.638,10.475,10.475,6.904,5.848,5.848,5.427,5.427,4.106,4.106,2.787,2.787,0,0,0,5.415,11.836,0,30.409,0,0,46.584,0,204.188,0.6,-0.78,15,180.165,1661.185,12.29,4.384,2.421,94.774,4.139,0.103,4.139,-0.008,0.248,0.008,0.248,-0.103,4.747,68.763,204.357,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,1,84,0,0,0,0,0,0,0,0,0,6.579,37.304,50.361,0,0,1,0,0,0,0,17.251,40.034,0,36.959,0,0,0,0,0,0,0,0,17.251,40.034,36.959,0,0,0,0,0,0,0,0,0,0,0,0,0,28.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.41,959.847,25.748,21.097,21.097,15.623,11.753,11.753,10.741,10.741,8.166,8.166,6.619,6.619,64.99,24.285,0,12.204,29.561,0,20.771,6.924,20.771,6.579,14.211,476.241,0.692,-2.48,34,440.278,12023029.47,26.13,8.948,4.21,200.247,13.219,0.462,13.219,0.303,0.126,0.303,-1.017,-0.462,3.06,122.235,476.566,1,8,3,0,3,0,0,0,8,1,8,0,6,2,0,2,188,19.317,12.208,11.887,0,0,17.908,19.178,0,0,0,27.35,41.9,44.443,6.104,3,38.495,23.691,0,0,22.666,92.144,0,23.298,0,0,0,0,0,0,53.214,33.389,22.666,67.729,23.298,0,0,0,116.2,0,0,0,0,0,0,0,0,0,88.167,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.776,469.666,10.293,7.573,7.573,6.592,4.197,4.197,3.268,3.268,2.16,2.16,1.545,1.545,0,14.696,0,28.443,0,5.563,18.218,12.99,0,0,0,188.047,0.091,-1.9,14,180.118,1520.829,8.687,2.803,1.139,80.678,11.385,0.507,11.385,0.19,0.114,0.19,-0.322,-0.507,1.636,50.645,188.182,1,3,1,0,1,1,0,1,3,1,3,0,0,0,0,0,70,5.107,5.75,11.566,0,0,0,9.589,0,0,0,0,36.772,5.563,5.563,2,14.696,11.566,0,0,0,6.924,0,40.975,0,5.75,0,0,5.75,0,16.673,0,6.924,26.279,24.285,0,0,0,54.37,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.107,1286.933,21.085,16.66,16.66,13.587,9.307,9.307,8.065,8.065,5.017,5.017,3.505,3.505,16.779,20.114,0,39.858,16.876,11.639,0,18.218,33.771,0,9.154,394.142,0.261,-3.41,29,372.247,2404063.684,18.93,6.304,3.008,166.522,13.183,0.506,13.183,0.204,0.002,0.204,-0.567,-0.506,4.756,111.86,394.423,3,6,0,1,1,2,1,3,6,3,6,0,2,0,0,0,150,24.474,33.652,11.499,5.429,0,0,4.795,0,0,0,11.649,52.334,11.63,10.95,4,24.474,28.015,0,0,0,39.717,0,51.208,0,22.998,10.166,0,22.998,0,20.921,6.421,0,38.822,39.07,0,28.015,0,100.13,0,0,0,0,0,0,0,0,5.977,66.773,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.295,582.488,13.121,9.408,9.408,8.542,5.275,5.275,3.859,3.859,2.394,2.394,1.573,1.573,0,15.32,0,22.998,11.127,0,30.332,18.218,0,0,5.107,244.074,0,-2.62,18,232.15,10524.566,11.853,4.71,2.735,103.706,9.569,0.508,9.569,0.126,0.014,0.126,-0.046,-0.508,2.679,68.471,244.246,4,4,0,0,0,2,0,2,4,4,4,0,2,0,0,0,92,20.426,22.998,0,0,0,0,0,0,0,0,12.152,29.829,17.696,0,2,20.426,12.152,0,0,0,0,0,47.525,0,22.998,0,0,22.998,0,20.426,0,0,11.127,36.398,0,12.152,0,80.92,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.415,2121.373,35.388,26.881,26.881,24.605,16.26,16.26,12.82,12.82,9.456,9.456,7.306,7.306,24.044,35.746,0,40.247,28.189,27.817,12.133,97.062,18.218,0,9.474,680.205,0.095,-6.74,51,648.453,4.22E+11,31.523,12.298,5.844,291.992,10.664,0.508,10.664,0.135,0.086,0.135,-0.652,-0.508,8.327,189.658,680.709,7,9,0,2,2,6,0,6,9,7,9,0,6,0,0,0,254,45.219,63.954,0,0,0,0,0,0,0,0,48.55,94.044,29.326,11.836,8,45.219,12.152,0,0,0,24.044,0,159.769,0,51.746,9.474,0,51.746,0,35.746,0,0,68.551,115.261,0,12.152,0,160.07,0,0,0,0,0,0,0,0,0,124.667,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.523,863.382,14.276,10.967,10.967,9.651,5.959,5.959,4.284,4.284,3.181,3.181,2.216,2.216,0,9.901,0,22.314,22.302,0,26.352,18.199,0,0,13.891,272.068,0.133,-2.69,20,260.16,45531.88,12.349,4.45,1.671,113.512,12.581,0.504,12.581,0.204,0.102,0.204,-0.27,-0.504,2.669,74.759,272.256,1,5,0,0,0,2,1,3,5,1,5,0,2,0,0,0,102,18.997,22.302,11.499,5.429,0,0,4.795,0,0,0,0,30.332,0,19.606,3,18.997,21.938,0,0,0,0,14.22,40.555,0,17.249,14.903,0,17.249,0,19.326,0,0,0,39.544,0,21.938,0,68.9,0,0,0,0,0,0,0,0,5.677,45.156,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.164,1138.602,30.162,24.179,24.179,18.34,13.467,13.467,12.378,12.378,9.611,9.611,8.008,8.008,88.451,34.498,0,25.022,5.573,6.924,34.619,13.847,0,0,23.684,568.252,0.786,-2.54,40,528.296,183152526.1,30.419,9.782,4.172,232.476,12.802,0.462,12.802,0.303,0.021,0.303,-1.754,-0.462,0.721,135.174,568.616,3,12,3,1,4,0,0,0,12,3,12,0,9,2,1,3,224,39.004,24.416,11.705,0,0,23.877,19.178,0,0,0,6.924,38.338,39.531,29.645,4,58.182,23.877,0,0,16.748,116.057,6.607,11.146,0,0,0,0,0,0,93.63,42.862,16.748,68.232,11.146,0,0,0,175.12,0,0,0,0,0,0,0,0,0,108.333,0,3,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.494,606.365,18.113,15.817,15.817,11.291,8.753,8.753,6.946,6.946,4.125,4.125,2.603,2.603,0,10.213,0,11.499,11.984,31.247,16.719,12.133,6.924,45.923,0,328.24,0.455,-1.96,24,296.24,119550.575,20.085,10.02,7.54,146.79,9.952,0.508,9.952,0.123,0.173,0.123,0.173,-0.508,6.368,103.626,328.496,2,2,0,0,0,1,0,1,2,2,2,0,8,0,0,0,132,10.213,11.499,0,0,0,0,0,0,0,0,34.947,84.419,5.563,0,1,10.213,0,0,0,0,66.723,0,58.207,0,11.499,0,0,11.499,0,10.213,6.421,6.924,64.505,47.08,0,0,0,40.46,0,0,0,0,0,0,0,0,0,51.167,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.958,634.577,19.165,16.879,16.879,12.1,10.007,10.007,9.578,9.578,7.5,7.5,6.357,6.357,5.601,9.901,0,34.739,6.421,37.668,6.924,12.526,6.066,27.695,9.154,362.246,0.773,-1.29,26,328.238,557102.992,19.471,6.704,3.105,156.852,12.006,0.472,12.006,0.302,0.039,0.302,-0.775,-0.472,4.747,100.543,362.51,1,4,2,0,2,0,1,1,4,1,4,0,5,2,0,2,146,14.261,6.104,0,0,0,5.969,4.795,0,0,0,34.116,55.067,18.257,18.127,3,19.055,5.969,0,0,22.666,84.849,0,24.156,0,0,0,0,0,0,22.781,15.952,22.666,72.286,23.01,0,0,0,59.67,0,0,0,0,0,0,0,0,5.201,50.883,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.12,555.202,15.414,14.292,14.292,9.755,8.618,8.618,8.574,8.574,6.422,6.422,5.307,5.307,0,5.107,0,5.415,17.082,11.481,43.231,0,0,46.751,0,286.23,0.7,-0.98,21,256.219,43943.363,14.937,4.76,2.202,129.323,10.472,0.508,10.472,0.119,0.252,0.119,0.252,-0.508,5.546,88.991,286.459,1,1,2,0,2,1,0,1,1,1,1,0,1,1,0,1,116,5.107,5.75,0,0,0,0,0,0,0,0,47.106,71.106,0,0,3,5.107,0,0,0,11.333,78.056,0,28.823,0,5.75,0,0,5.75,0,5.107,11.836,11.333,82.91,12.133,0,0,0,20.23,0,0,0,0,0,0,0,0,0,39.333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.969,1707.363,45.396,37.823,37.823,29.569,23.455,23.455,22.483,22.483,18.397,18.397,15.617,15.617,109.927,45.959,0,52.814,25.366,44.098,0,0,6.924,47.618,37.895,898.493,0.957,-0.94,63,824.489,5.44E+13,47.14,16.352,7.111,369.476,12.212,0.394,12.212,0.187,0.063,0.187,-1.789,-0.394,0.606,218.828,899.081,9,17,4,5,9,0,0,0,17,9,17,0,9,4,5,9,360,83.854,61.04,24.657,0,0,0,0,0,0,0,39.344,93.295,24.175,44.237,9,83.854,0,0,0,45.332,203.339,26.428,11.649,0,0,0,0,0,0,175.892,37.895,45.332,99.833,11.649,0,0,0,255.91,0,0,0,0,0,0,0,0,0,150.5,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.595,2122.097,28.999,21.206,21.206,19.638,12.151,12.151,9.242,9.242,6.68,6.68,4.746,4.746,28.106,35.122,0,61.648,11.313,18.199,37.442,24.265,0,0,13.571,552.106,0.032,-5.9,41,532.331,1598517697,25.382,9.383,4.234,229.348,13.123,0.508,13.123,0.197,0.001,0.197,-0.591,-0.508,5.437,149.71,552.491,5,10,0,0,0,4,2,6,10,5,10,0,4,0,0,0,204,39.104,62.373,16.441,0,0,0,9.589,0,0,0,0,42.465,47.022,12.673,6,39.104,21.938,0,0,0,0,7.11,93.243,0,68.271,15.594,0,34.497,0,32.642,0,0,0,91.22,0,55.713,0,170.8,0,0,0,0,0,0,0,0,11.837,98.663,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.051,1638.951,41.8,34.177,34.177,27.31,21.011,21.011,18.861,18.861,15.736,15.736,12.915,12.915,102.864,40.228,0,60.743,11.994,45.104,6.924,0,0,33.426,37.895,822.404,0.857,-2.06,58,760.446,4.68E+12,42.623,15.382,6.635,338.273,12.238,0.455,12.238,0.303,0.091,0.303,-1.547,-0.455,1.003,198.789,822.942,6,16,4,4,8,0,0,0,16,6,16,0,8,3,4,7,326,68.534,36.624,24.788,5.787,0,11.939,9.589,0,0,0,38.999,73.688,31.601,37.63,8,78.123,11.939,0,0,40.42,171.682,13.214,23.801,0,0,0,0,0,0,147.406,47.484,40.42,80.067,23.801,0,0,0,229.36,0,0,0,0,0,0,0,0,0,142.75,0,6,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.434,949.452,24.681,21.914,21.914,15.917,13.667,13.667,13.317,13.317,12.282,12.282,10.433,10.433,5.969,14.696,0,34.739,29.087,24.836,44.098,0,6.924,40.35,4.737,468.324,0.8,-1.58,34,424.326,40939805.52,24.129,7.707,3.017,205.145,12.276,0.481,12.276,0.333,0.008,0.333,-0.66,-0.481,6.944,132.971,468.678,1,4,4,1,5,0,0,0,3,1,4,0,6,4,0,4,188,9.843,6.104,0,0,0,11.939,4.795,4.795,0,0,38.999,110.546,18.415,0,5,19.432,11.939,0,0,45.332,104.931,0,23.801,0,0,0,0,0,0,23.149,14.326,45.332,98.827,23.801,0,0,0,63.6,0,0,0,0,0,0,0,0,0,71.833,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.766,615.488,15.079,11.49,11.49,10.131,6.662,6.662,4.632,4.632,2.969,2.969,1.809,1.809,0,9.901,0,17.406,12.966,11.127,6.076,42.474,12.133,5.317,5.107,283.121,0.118,-2.75,21,266.191,58762.751,14.655,7.145,5.027,122.923,11.64,0.508,11.64,0.244,0.165,0.244,-0.165,-0.508,2.47,81.961,283.327,3,4,0,0,0,2,0,2,3,3,4,0,6,0,0,0,108,15.53,11.499,0,5.907,0,0,4.795,0,0,0,24.265,47.889,12.621,0,2,15.008,11.983,0,5.317,0,6.421,6.545,65.734,0,11.499,5.317,0,11.499,0,22.665,11.215,0,11.127,54.607,0,6.076,0,69.56,0,0,0,0,0,0,0,0,0,52.833,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.428,847.615,25.06,23.032,23.032,15.678,14.407,14.407,15.138,15.138,13.433,13.433,11.496,11.496,6.104,15.32,0,46.207,29.087,18.415,38.525,0,0,55.045,0,472.392,0.935,-0.38,34,420.338,30854777.33,25.277,7.574,2.928,208.351,11.581,0.393,11.581,0.075,0.023,0.075,-0.481,-0.393,6.357,138.046,472.754,3,3,5,0,5,0,0,0,3,3,3,0,5,5,0,5,194,15.32,0,0,0,0,0,0,0,0,0,55.045,120.025,0,18.312,5,15.32,0,0,0,56.664,124.565,0,12.152,0,0,0,0,0,0,33.631,0,56.664,106.254,12.152,0,0,0,60.69,0,0,0,0,0,0,0,0,0,67.083,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.54,813.649,23.32,21.675,21.675,14.85,13.671,13.671,14.562,14.562,13.458,13.458,11.432,11.432,0,9.901,0,11.519,45.332,30.619,51.367,0,0,48.121,0,440.365,0.9,-0.63,32,392.328,12703411.9,23.128,6.956,2.654,196.56,11.769,0.393,11.769,0.145,0.023,0.145,-0.152,-0.393,7.204,131.04,440.712,1,2,5,0,5,0,0,0,2,1,2,0,2,5,0,5,180,5.107,6.286,0,0,0,0,4.795,0,0,0,48.121,126.446,0,6.104,5,9.901,6.286,0,0,56.664,111.855,0,12.152,0,0,0,0,0,0,17.497,4.795,56.664,105.751,12.152,0,0,0,37.3,0,0,0,0,0,0,0,0,0,60.917,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.002,773.137,18.681,14.936,14.936,12.621,8.586,8.586,6.302,6.302,4.726,4.726,3.402,3.402,6.104,10.213,0,24.881,23.669,23.111,7.11,25.309,12.133,0,19.317,360.157,0.4,-2.44,26,336.214,995276.523,18.354,7.846,3.299,152.126,10.015,0.504,10.015,0.165,0.052,0.165,-0.411,-0.504,2.544,96.255,360.406,3,6,0,1,1,2,0,2,6,3,6,0,7,0,0,0,140,29.53,6.104,22.998,0,0,0,0,0,0,0,12.133,42.168,12.17,26.744,3,29.53,0,0,0,0,24.864,27.433,47.022,0,22.998,14.211,0,22.998,0,42.753,6.421,0,35.133,30.332,0,0,0,88.38,0,0,0,0,0,0,0,0,0,62.833,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.561,262.646,11.242,10.982,10.982,8.416,7.897,7.897,6.872,6.872,5.96,5.96,5.252,5.252,0,0,0,0,0,23.919,64.704,6.421,0,9.8,0,234.21,1,-0.08,17,208.179,18323.965,10.807,4.237,1.755,105.345,2.869,0.3,2.869,0.014,0.961,0.014,0.961,-0.3,2.345,70.021,234.387,0,2,0,4,4,0,0,0,2,0,2,0,0,0,4,4,96,0,0,0,0,0,0,9.8,0,0,0,12.842,57.029,25.173,0,4,0,0,0,9.8,11.836,57.029,26.179,0,0,0,0,0,0,0,48.063,0,11.836,44.946,0,0,0,0,6.48,0,0,0,0,0,0,0,0,0,25.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.202,335.215,10.715,7.774,7.774,6.596,3.781,3.781,2.539,2.539,1.675,1.675,1.043,1.043,5.969,15.008,0,22.812,0,12.133,14.22,0,0,4.737,4.737,198.053,0.222,-1.91,14,188.094,1236.197,10.173,3.866,1.709,80.503,11.032,0.504,11.032,0.338,0.059,0.338,-0.641,-0.504,0.893,47.663,198.174,2,5,0,0,0,1,0,1,5,2,5,0,3,0,0,0,76,19.687,0,11.499,5.75,0,5.969,0,4.795,0,0,0,12.133,0,19.783,1,24.481,5.969,0,0,0,0,14.22,17.696,0,17.249,4.737,0,17.249,0,30.402,4.737,0,10.358,12.133,0,0,0,75.99,0,0,0,0,0,0,0,0,0,42.333,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
